Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:45:47,3,8,1,850.8,4755,5223,0,293,9,12,1.63,39.608355,-104.041606,50.6,7.6
12:45:48,3,9,1,850.7,4757,5222,0,293,9,12,1.52,39.608355,-104.041606,50.6,7.5
12:45:49,3,9,1,850.8,4754,5222,0,293,9,12,1.52,39.608355,-104.041606,50.6,7.5
12:45:50,3,9,1,850.8,4753,5222,0,293,9,12,1.52,39.608355,-104.041606,50.7,7.5
12:45:51,3,9,1,850.7,4756,5222,0,293,9,11,1.52,39.608352,-104.041606,50.7,7.5
12:45:52,3,9,1,850.7,4756,5221,0,293,9,11,1.52,39.608352,-104.041606,50.7,7.6
12:45:53,3,9,1,850.8,4755,5222,0,293,9,11,1.52,39.608352,-104.041606,50.8,7.6
12:45:54,3,9,1,850.8,4755,5222,0,293,9,11,1.52,39.608352,-104.041606,50.8,7.4
12:45:55,3,9,1,850.8,4754,5222,0,293,9,11,1.52,39.608349,-104.041606,50.9,7.4
12:45:56,3,9,1,850.8,4755,5223,0,293,9,11,1.52,39.608349,-104.041606,50.9,7.4
12:45:57,3,9,1,850.8,4755,5223,0,293,8,11,1.52,39.608346,-104.041606,51.0,7.4
12:45:58,3,9,1,850.7,4757,5224,0,293,8,11,1.52,39.608346,-104.041606,51.0,7.4
12:45:59,3,9,1,850.8,4755,5225,0,293,8,10,1.52,39.608346,-104.041600,51.0,7.4
12:46:00,3,9,1,850.7,4756,5225,0,293,8,10,1.52,39.608342,-104.041600,51.1,7.4
12:46:01,3,9,1,850.8,4755,5226,0,293,8,10,1.52,39.608342,-104.041600,51.1,7.4
12:46:02,3,9,1,850.8,4755,5227,0,293,9,10,1.52,39.608342,-104.041600,51.1,7.4
12:46:03,3,9,1,850.7,4757,5227,0,293,8,10,1.52,39.608339,-104.041600,51.2,7.4
12:46:04,3,9,1,850.8,4755,5228,0,293,8,10,1.52,39.608339,-104.041600,51.2,7.4
12:46:05,3,9,1,850.8,4754,5228,0,293,9,10,1.52,39.608339,-104.041594,51.3,7.4
12:46:06,3,9,1,850.8,4755,5229,0,293,9,10,1.52,39.608339,-104.041594,51.3,7.4
12:46:07,3,9,1,850.8,4755,5229,0,293,9,10,1.52,39.608339,-104.041594,51.3,7.4
12:46:08,3,9,1,850.8,4755,5229,0,293,9,10,1.52,39.608339,-104.041594,51.4,7.4
12:46:09,3,9,1,850.8,4755,5229,0,293,9,10,1.52,39.608336,-104.041594,51.4,7.4
12:46:10,3,9,1,850.8,4755,5229,0,293,9,10,1.52,39.608336,-104.041594,51.4,7.4
12:46:11,3,9,1,850.8,4754,5230,0,293,8,10,1.52,39.608336,-104.041594,51.5,7.4
